stake,gtype,upgrade,level,cost,d_hr,d_hr_per_dollar,payback_hours,below_window,ev_per_hand,hr
s006,ko,sharper_reads,3,1.4378530577054,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,sharper_reads,4,3.7255224290432,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,sharper_reads,5,8.9575151937622,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,sharper_reads,6,20.767169261415,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,sharper_reads,7,49.096457447056,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,sharper_reads,8,126.47864518577,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,sharper_reads,9,377.25428804107,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,sharper_reads,10,1345.3546284156,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,sharper_reads,11,5649.5795440203,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,sharper_reads,12,26319.136549246,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,sharper_reads,13,126596.20179013,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,sharper_reads,14,604876.40992427,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,sharper_reads,15,2929452.3992929,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,sharper_reads,16,15346185.750674,78248468.35727608,5.098887086899716,0.19612122860481532,false,-2255385.0984561,-441270997.5240196
s006,ko,sharper_reads,17,93003817.376081,206358695.86408046,2.2188196322052516,0.45069008110682474,false,-1200662.8751508,-234912301.65993914
s006,ko,sharper_reads,18,672126700.02299,329511962.0177883,0.4902527484870299,2.03976418915774,false,483509.37516234,94599660.35784914
s006,ko,sharper_reads,19,5680650612.8029,444949148.47115743,0.07832714574424676,12.76696591581663,false,2757693.9117927,539548808.8290066
s006,ko,sharper_reads,20,53047858278.797,550350525.7988805,0.01037460405859313,96.38922067312197,false,5570596.5992092,1089899334.627887
s006,ko,pot_control,1,0.3201894,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,2,1.0091893602591,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,3,2.8757061154107,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,4,7.4510448580864,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,5,17.915030387524,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,6,41.53433852283,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,7,98.192914894112,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,8,252.95729037153,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,9,754.50857608213,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,10,2690.7092568312,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,11,11299.159088041,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,12,52638.273098493,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,13,253192.40358026,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,14,1209752.8198485,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,15,5858904.7985859,0,0,,true,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,16,30692371.501347,0,0,,false,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,17,186007634.75216,0,0,,false,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,18,1344253400.046,0,0,,false,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,19,11361301225.606,0,0,,false,-2655321.7145044,-519519465.8812957
s006,ko,pot_control,20,106095716557.59,0,0,,false,-2655321.7145044,-519519465.8812957
