id,name,variant,band,cost,coverage,stake,stake_band,gtype,fill,base_ev,base_ev_bb,ev,d_ev,d_hr,d_hr_per_chip,d_bb,d_bbhr,d_bbhr_per_chip,d_stack,d_wc,rel
second_monitor,Second Monitor,base,C,10,modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
second_monitor,Second Monitor,corrupt,C,6,modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
laptop_terminal,Laptop Terminal,base,D,12,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
laptop_terminal,Laptop Terminal,corrupt,D,6,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
gaming_keyboard,Gaming Keyboard,base,D,12,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
gaming_keyboard,Gaming Keyboard,corrupt,D,6,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
box_of_mice,Box of Mice,base,D,13,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
box_of_mice,Box of Mice,corrupt,D,7,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
wacom_tablet,Wacom Tablet,base,D,13,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
wacom_tablet,Wacom Tablet,corrupt,D,7,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
desk_lamp,Desk Lamp,base,D,10,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
desk_lamp,Desk Lamp,corrupt,D,6,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
telephone,Telephone,base,D,12,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
glass_partition,Glass Partition,base,D,12,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
electric_kettle,Electric Kettle,base,D,11,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
electric_kettle,Electric Kettle,corrupt,D,8,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
chrome_toaster,Chrome Toaster,base,D,14,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,1.2376000000000005,0,0
chrome_toaster,Chrome Toaster,corrupt,D,8,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,5.4145,0,0
first_aid_kit,First Aid Kit,base,D,16,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
first_aid_kit,First Aid Kit,corrupt,D,8,partial,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
nightstand,Nightstand,base,D,13,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
nightstand,Nightstand,corrupt,D,8,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
receipt_printer,Receipt Printer,base,C,19,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
receipt_printer,Receipt Printer,corrupt,C,9,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
microwave_oven,Microwave Oven,base,D,18,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
microwave_oven,Microwave Oven,corrupt,D,10,partial,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
framed_diploma,Framed Diploma,base,D,18,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
framed_diploma,Framed Diploma,corrupt,D,9,partial,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
laminated_blueprint,Laminated Blueprint,base,D,19,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
laminated_blueprint,Laminated Blueprint,corrupt,D,10,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
console_television,Console Television,base,D,26,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
console_television,Console Television,corrupt,D,13,partial,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
desk_speakers,Desk Speakers,base,C,10,modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.5232569207281,0.11995470439409983,23.469398685802105,2.3469398685802103,5.997735219703998,1173.469934289913,117.3469934289913,1.5399999999999991,0.04999999999999993,0.08548030709127691
desk_speakers,Desk Speakers,corrupt,C,6,modeled,s001,low,ko,mid,1.403302216334,70.165110816701,2.009193322773,0.605891106439,118.54391212936952,19.757318688228253,30.29455532194899,5927.195606468282,987.8659344113803,9.240000000000002,0.29999999999999993,0.4317609559698663
curved_monitor,Curved Monitor,base,C,13,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
curved_monitor,Curved Monitor,corrupt,C,7,partial,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
tower_upgrade,Tower Upgrade,base,C,14,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
tower_upgrade,Tower Upgrade,corrupt,C,5,partial,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
copy_machine,Copy Machine,base,C,19,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
whiteboard,Whiteboard,base,D,17,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
high_roller_pass,High Roller Pass,base,D,19,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
high_roller_pass,High Roller Pass,corrupt,D,9,partial,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
window,Window,base,D,20,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
window,Window,corrupt,D,10,partial,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
bookshelf,Bookshelf,base,D,22,modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
bookshelf,Bookshelf,corrupt,D,11,modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
cereal_shelf,Cereal Shelf,base,D,24,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
cereal_shelf,Cereal Shelf,corrupt,D,12,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
fire_extinguisher,Fire Extinguisher,base,D,24,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
fire_extinguisher,Fire Extinguisher,corrupt,D,12,partial,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
blackout_curtains,Blackout Curtains,base,D,24,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
blackout_curtains,Blackout Curtains,corrupt,D,12,partial,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
tip_jar,Tip Jar,base,D,24,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
tip_jar,Tip Jar,corrupt,D,12,not modeled,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
shredder,Shredder,base,D,18,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
shredder,Shredder,corrupt,D,9,partial,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
cool_towel,Cool Towel,base,D,16,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
waste_basket,Waste Basket,base,D,18,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
waste_basket,Waste Basket,corrupt,D,9,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
cleaning_robot,Cleaning Robot,base,D,24,proc,s001,low,ko,mid,1.403302216334,70.165110816701,1.403302216334,0,0,0,0,0,0,0,0,0
wall_hanger,Wall Hanger,base,A,2,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
wall_hanger,Wall Hanger,corrupt,A,2,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
mirror,Mirror,base,A,3,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
mirror,Mirror,corrupt,A,2,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
fight_night_poster,Fight Night Poster,base,A,4,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
fight_night_poster,Fight Night Poster,corrupt,A,3,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
energy_drink,Energy Drink,base,A,3,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
energy_drink,Energy Drink,corrupt,A,2,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
corkboard,Corkboard,base,A,4,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.7399007983873,0.10444550607210012,20.434990318454368,5.108747579613592,5.222275303605997,1021.7495159229129,255.43737898072823,2.5,0.050000000000000044,0.06386325970686971
corkboard,Corkboard,corrupt,A,2,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,2.009193322773,0.3737380304578002,73.12265813304782,36.56132906652391,18.686901522889997,3656.132906652392,1828.066453326196,10,0.19999999999999996,0.22852231559856664
stack_of_books,Stack of Books,base,A,4,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
stack_of_books,Stack of Books,corrupt,A,3,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
throw_pillow,Throw Pillow,base,A,4,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
throw_pillow,Throw Pillow,corrupt,A,2,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
starter_gift_box,Starter Gift Box,base,A,4,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
starter_gift_box,Starter Gift Box,corrupt,A,3,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
lava_lamp,Lava Lamp,base,A,5,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
lava_lamp,Lava Lamp,corrupt,A,3,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
comfort_bed,Comfort Bed,base,A,4,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
comfort_bed,Comfort Bed,corrupt,A,2,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
yellow_sticky_note,Yellow Sticky Note,base,A,5,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
yellow_sticky_note,Yellow Sticky Note,corrupt,A,4,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
rubber_duck,Rubber Duck,base,A,5,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
rubber_duck,Rubber Duck,corrupt,A,2,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
stash_box,Stash Box,base,B,6,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
stash_box,Stash Box,corrupt,B,3,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
dogs_playing_poker,Dogs Playing Poker,base,B,6,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
dogs_playing_poker,Dogs Playing Poker,corrupt,B,3,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
calculator,Calculator,base,B,7,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.7145084357095,0.07905314339430003,15.466919359754343,2.2095599085363347,3.9526571697130066,773.3459679873285,110.47799542676123,7.545000000000002,0.03749999999999998,0.04833708617151498
calculator,Calculator,corrupt,B,4,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,2.009193322773,0.3737380304578002,73.12265813304782,18.280664533261955,18.686901522889997,3656.132906652392,914.033226663098,39.001650165017,0.19999999999999996,0.22852231559856664
ring_binder,Ring Binder,base,B,7,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
ring_binder,Ring Binder,corrupt,B,4,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
space_heater,Space Heater,base,B,8,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
space_heater,Space Heater,corrupt,B,8,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
pencil_holder,Pencil Holder,base,B,8,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
pencil_holder,Pencil Holder,corrupt,B,4,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
bonsai,Bonsai,base,B,10,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
bonsai,Bonsai,corrupt,B,5,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
desk_plant,Desk Plant,base,B,8,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
desk_plant,Desk Plant,corrupt,B,5,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
desk,Desk,base,B,9,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
desk,Desk,corrupt,B,5,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
rebuy_sticky_note,Rebuy Sticky Note,base,B,10,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
rebuy_sticky_note,Rebuy Sticky Note,corrupt,B,5,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
gaming_chair,Gaming Chair,base,B,10,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
gaming_chair,Gaming Chair,corrupt,B,5,partial,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
headset,Headset,base,B,6,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
headset,Headset,corrupt,B,5,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
prize_vase,Prize Vase,base,C,12,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
prize_vase,Prize Vase,corrupt,C,6,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
compact_fridge,Compact Fridge,base,B,12,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
compact_fridge,Compact Fridge,corrupt,B,6,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
wall_clock,Wall Clock,base,B,12,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
wall_clock,Wall Clock,corrupt,B,7,partial,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
house_cat,House Cat,base,B,8,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
house_cat,House Cat,corrupt,B,4,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
candle,Candle,base,B,7,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
dusty_console,Dusty Console,base,B,5,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
handheld,Handheld,base,B,5,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
red_rug,Red Rug,base,B,8,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
dish_soap,Dish Soap,base,B,12,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
rolled_vouchers,Rolled Vouchers,base,C,9,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
rolled_vouchers,Rolled Vouchers,corrupt,C,5,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
second_monitor,Second Monitor,base,C,10,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
second_monitor,Second Monitor,corrupt,C,6,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
laptop_terminal,Laptop Terminal,base,D,12,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
laptop_terminal,Laptop Terminal,corrupt,D,6,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
gaming_keyboard,Gaming Keyboard,base,D,12,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
gaming_keyboard,Gaming Keyboard,corrupt,D,6,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
box_of_mice,Box of Mice,base,D,13,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
box_of_mice,Box of Mice,corrupt,D,7,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
wacom_tablet,Wacom Tablet,base,D,13,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
wacom_tablet,Wacom Tablet,corrupt,D,7,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
desk_lamp,Desk Lamp,base,D,10,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
desk_lamp,Desk Lamp,corrupt,D,6,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
telephone,Telephone,base,D,12,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
glass_partition,Glass Partition,base,D,12,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
electric_kettle,Electric Kettle,base,D,11,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
electric_kettle,Electric Kettle,corrupt,D,8,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
chrome_toaster,Chrome Toaster,base,D,14,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,1.5,0,0
chrome_toaster,Chrome Toaster,corrupt,D,8,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,6.5625,0,0
first_aid_kit,First Aid Kit,base,D,16,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
first_aid_kit,First Aid Kit,corrupt,D,8,partial,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
nightstand,Nightstand,base,D,13,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
nightstand,Nightstand,corrupt,D,8,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
receipt_printer,Receipt Printer,base,C,19,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
receipt_printer,Receipt Printer,corrupt,C,9,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
microwave_oven,Microwave Oven,base,D,18,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
microwave_oven,Microwave Oven,corrupt,D,10,partial,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
framed_diploma,Framed Diploma,base,D,18,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
framed_diploma,Framed Diploma,corrupt,D,9,partial,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
laminated_blueprint,Laminated Blueprint,base,D,19,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
laminated_blueprint,Laminated Blueprint,corrupt,D,10,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
console_television,Console Television,base,D,26,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
console_television,Console Television,corrupt,D,13,partial,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
desk_speakers,Desk Speakers,base,C,10,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.7399007983873,0.10444550607210012,20.434990318454368,2.0434990318454367,5.222275303605997,1021.7495159229129,102.1749515922913,2.5,0.050000000000000044,0.06386325970686971
desk_speakers,Desk Speakers,corrupt,C,6,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,2.009193322773,0.3737380304578002,73.12265813304782,12.187109688841304,18.686901522889997,3656.132906652392,609.3554844420654,10,0.19999999999999996,0.22852231559856664
curved_monitor,Curved Monitor,base,C,13,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
curved_monitor,Curved Monitor,corrupt,C,7,partial,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
tower_upgrade,Tower Upgrade,base,C,14,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
tower_upgrade,Tower Upgrade,corrupt,C,5,partial,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
copy_machine,Copy Machine,base,C,19,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
whiteboard,Whiteboard,base,D,17,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
high_roller_pass,High Roller Pass,base,D,19,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
high_roller_pass,High Roller Pass,corrupt,D,9,partial,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
window,Window,base,D,20,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
window,Window,corrupt,D,10,partial,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
bookshelf,Bookshelf,base,D,22,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
bookshelf,Bookshelf,corrupt,D,11,modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
cereal_shelf,Cereal Shelf,base,D,24,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
cereal_shelf,Cereal Shelf,corrupt,D,12,not modeled,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
fire_extinguisher,Fire Extinguisher,base,D,24,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
fire_extinguisher,Fire Extinguisher,corrupt,D,12,partial,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
blackout_curtains,Blackout Curtains,base,D,24,proc,s001,low,ko,capped,1.6354552923152,81.77276461576,1.6354552923152,0,0,0,0,0,0,0,0,0
